record_id,city,transit_node_id,node_type,node_latitude,node_longitude,trip_date,time_of_day,day_type,weather_condition,distance_to_final_destination_km,avg_wait_time_min,transit_headway_min,crowding_index,congestion_index_node,last_mile_fare_inr,walk_time_min,alt_mode_availability_score,app_cab_wait_time_min,safety_perception_score,last_mile_infra_score,previous_negative_experience,commuter_age_group,commuter_gender,commuter_income_bracket,trip_purpose,trip_satisfaction_score,mode_chosen_last_mile,switched_to_private_vehicle
TRIP_002866,Delhi,NODE_0009,Metro Station,28.56226,77.15009,2025-07-19,Night (20-23),Weekend,Clear,11.63,5.61,11.71,0.436,0.349,118.2,90.0,1.47,5.95,4.86,0.414,0,25-34,Male,Lower-Middle,Work Commute,6.74,Auto-Rickshaw,0
TRIP_002867,Bengaluru,NODE_0088,Bus Terminal,12.97982,77.62346,2025-09-20,Midday (10-16),Weekday,Clear,0.3,8.31,10.44,0.277,0.261,17.6,3.2,6.6,6.58,,0.803,0,25-34,Female,High,Education,6.92,E-Rickshaw,0
TRIP_002868,Pune,NODE_0014,Metro Station,18.44435,73.79433,2025-10-04,Evening Peak (17-20),Weekday,Clear,1.13,8.68,9.94,0.671,0.333,41.1,13.2,6.68,4.02,7.36,0.797,1,25-34,Female,Middle,Work Commute,5.69,Walk,0
TRIP_002869,Bengaluru,NODE_0010,Bus Terminal,12.94776,77.70951,2025-11-15,Night (20-23),Weekend,Clear,0.95,9.59,15.29,0.525,0.6,25.1,10.7,5.76,2.0,8.42,0.857,0,18-24,Male,Upper-Middle,Shopping/Errand,6.66,Auto-Rickshaw,0
TRIP_002870,Delhi,NODE_0084,Metro Station,28.61063,77.10791,2025-12-25,Morning Peak (7-10),Weekday,Clear,5.99,8.75,13.33,0.603,0.109,108.8,75.3,2.3,4.41,4.68,0.334,0,35-44,Male,High,Education,6.91,E-Rickshaw,0
TRIP_002871,Bengaluru,NODE_0058,BRT Stop,13.06061,77.67303,2025-11-19,Night (20-23),Weekday,Extreme Heat,3.84,9.77,9.05,0.379,0.356,68.2,40.6,6.02,7.73,7.62,0.722,1,35-44,Female,Middle,Work Commute,5.88,Private Vehicle (Own),1
TRIP_002872,Mumbai,NODE_0078,Railway Station,19.12572,72.87136,2025-10-18,Midday (10-16),Weekday,Cloudy,5.58,12.24,7.85,0.485,0.635,72.5,59.1,7.5,3.51,6.74,0.551,1,25-34,Female,Lower-Middle,Work Commute,5.86,E-Rickshaw,0
TRIP_002873,Gurugram,NODE_0103,Bus Terminal,28.54027,77.16381,2025-06-07,Evening Peak (17-20),Weekday,Cloudy,0.98,18.11,13.08,0.988,0.887,43.4,12.2,5.64,7.12,5.49,0.47,1,55+,Male,High,Work Commute,6.01,Private Vehicle (Own),1
TRIP_002874,Delhi,NODE_0009,Metro Station,28.56226,77.15009,2025-07-03,Morning Peak (7-10),Weekend,Clear,6.66,12.2,11.37,0.688,0.421,80.4,90.0,2.51,6.4,4.68,0.414,0,45-54,Male,Upper-Middle,Shopping/Errand,6.37,Private Vehicle (Own),1
TRIP_002875,Pune,NODE_0064,Metro Station,18.52427,73.7155,2025-08-13,Midday (10-16),Weekday,Clear,3.21,9.54,5.66,0.487,0.623,52.8,37.3,3.31,4.74,5.9,0.696,0,45-54,Female,Low,Other,6.76,Walk,0
TRIP_002876,Hyderabad,NODE_0101,Metro Station,17.27122,78.50172,2025-03-03,Early Morning (5-7),Weekday,Fog,1.18,12.17,8.93,0.517,0.501,25.6,10.5,4.53,7.95,6.85,0.751,0,25-34,Male,Middle,Work Commute,5.05,E-Rickshaw,0
TRIP_002877,Pune,NODE_0053,Metro Station,18.64745,73.72713,2025-09-05,Early Morning (5-7),Weekday,Clear,2.91,15.63,8.61,0.617,0.608,50.9,41.0,9.68,2.43,5.21,0.371,1,25-34,Male,Middle,Work Commute,6.24,Auto-Rickshaw,0
TRIP_002878,Bengaluru,NODE_0063,Bus Terminal,12.98082,77.44163,2025-08-03,Midday (10-16),Weekday,Heavy Rain,3.36,15.67,6.13,0.475,0.601,48.0,33.2,5.51,5.3,7.01,0.622,0,35-44,Female,Upper-Middle,Leisure,7.3,Walk,0
TRIP_002879,Delhi,NODE_0060,Bus Terminal,28.64274,77.32319,2025-07-09,Morning Peak (7-10),Weekday,Light Rain,2.99,10.42,16.27,0.209,0.245,59.0,33.6,1.89,10.26,5.69,0.676,0,35-44,Female,Lower-Middle,Shopping/Errand,6.83,Auto-Rickshaw,0
TRIP_002880,Delhi,NODE_0109,Bus Terminal,28.62702,77.09453,2025-11-01,Evening Peak (17-20),Weekday,Clear,4.9,14.67,6.18,0.509,0.482,92.7,42.9,0.65,7.1,8.92,0.747,0,35-44,Female,Low,Work Commute,6.91,Feeder Bus,0
TRIP_002881,Hyderabad,NODE_0006,Bus Terminal,17.49032,78.45558,2025-09-08,Early Morning (5-7),Weekend,Light Rain,2.66,16.09,14.27,0.628,0.558,44.0,36.0,2.13,7.94,6.41,0.428,0,25-34,Male,Middle,Shopping/Errand,7.26,E-Rickshaw,0
TRIP_002882,Mumbai,NODE_0106,BRT Stop,19.15853,72.92993,2025-12-07,Morning Peak (7-10),Weekday,Light Rain,1.9,9.23,7.95,0.484,0.214,45.6,14.9,6.81,5.91,7.79,0.916,0,18-24,Female,Low,Medical,7.05,Feeder Bus,0
TRIP_002883,Delhi,NODE_0098,Metro Station,28.66771,77.18757,2025-12-23,Morning Peak (7-10),Weekend,Extreme Heat,1.06,12.54,11.81,0.556,0.29,32.8,11.5,5.17,5.27,5.95,0.589,0,45-54,Female,Middle,Work Commute,5.47,App-based Cab/Bike,0
TRIP_002884,Delhi,NODE_0098,Metro Station,28.66771,77.18757,2025-10-29,Midday (10-16),Weekday,Cloudy,3.65,2.53,14.64,0.357,0.241,50.4,37.5,5.71,7.93,7.19,0.589,0,25-34,Female,Lower-Middle,Shopping/Errand,6.05,E-Rickshaw,0
TRIP_002885,Delhi,NODE_0050,BRT Stop,28.4805,77.34973,2025-04-19,Morning Peak (7-10),Weekend,Clear,3.55,13.5,9.93,0.666,0.402,77.2,35.8,7.74,2.0,6.63,0.43,1,35-44,Female,Middle,Leisure,6.12,App-based Cab/Bike,0
TRIP_002886,Bengaluru,NODE_0062,Railway Station,12.86037,77.45085,2025-03-10,Morning Peak (7-10),Weekday,Cloudy,1.39,10.24,8.32,0.633,0.309,34.2,16.8,5.32,4.62,8.26,0.455,0,25-34,Male,High,Work Commute,3.37,E-Rickshaw,0
TRIP_002887,Pune,NODE_0045,Bus Terminal,18.54137,73.99911,2025-04-20,Evening Peak (17-20),Weekend,Clear,2.76,13.29,10.56,0.609,0.476,52.9,33.5,6.14,6.24,7.14,0.533,1,25-34,Male,Lower-Middle,Medical,,Auto-Rickshaw,0
TRIP_002888,Mumbai,NODE_0031,Railway Station,18.93662,72.91112,2025-09-18,Evening Peak (17-20),Weekday,Clear,1.66,11.05,11.64,0.572,0.458,35.7,15.6,8.89,7.07,8.0,0.736,1,35-44,Female,Middle,Medical,6.48,Walk,0
TRIP_002889,Mumbai,NODE_0106,BRT Stop,19.15853,72.92993,2025-11-12,Evening Peak (17-20),Weekday,Cloudy,1.43,9.4,15.54,0.31,0.108,45.8,13.4,5.8,3.12,8.89,0.916,0,35-44,Female,Middle,Shopping/Errand,6.41,Feeder Bus,0
TRIP_002890,Mumbai,NODE_0061,Railway Station,19.1537,72.91688,2025-11-18,Morning Peak (7-10),Weekday,Clear,6.97,6.37,7.81,0.403,0.257,94.7,64.0,3.43,8.85,9.15,0.838,0,18-24,Female,Middle,Education,5.03,Walk,0
TRIP_002891,Mumbai,NODE_0087,Metro Station,19.16132,73.01406,2025-09-07,Night (20-23),Weekend,Extreme Heat,1.39,13.18,7.2,0.376,0.413,31.4,17.1,0.0,6.41,4.09,0.41,1,25-34,Female,Lower-Middle,Education,6.94,Private Vehicle (Own),1
TRIP_002892,Mumbai,NODE_0013,Bus Terminal,19.05617,72.82926,2025-09-06,Evening Peak (17-20),Weekend,Fog,6.99,22.36,15.58,0.586,0.589,96.8,75.2,4.38,6.17,6.83,0.723,0,18-24,Male,Low,Shopping/Errand,6.13,Private Vehicle (Own),1
TRIP_002893,Gurugram,NODE_0095,Bus Terminal,28.33963,76.90752,2025-12-14,Evening Peak (17-20),Weekend,Clear,3.49,12.25,10.52,0.568,0.533,66.2,37.4,10.0,10.15,4.74,0.255,0,35-44,Female,Middle,Work Commute,6.2,Private Vehicle (Own),1
TRIP_002894,Pune,NODE_0080,Metro Station,18.65466,73.889,2025-09-08,Morning Peak (7-10),Weekday,Clear,3.78,17.32,11.23,0.682,0.437,65.0,35.3,2.9,7.93,6.72,0.631,1,25-34,Male,Low,Work Commute,5.89,Private Vehicle (Own),1
TRIP_002895,Mumbai,NODE_0120,Metro Station,19.09988,72.84354,2025-02-21,Morning Peak (7-10),Weekday,Cloudy,1.14,12.68,12.06,0.555,0.414,33.2,16.5,2.88,6.63,2.91,0.041,0,25-34,Female,High,Work Commute,5.48,E-Rickshaw,0
TRIP_002896,Bengaluru,NODE_0017,BRT Stop,13.06497,77.72084,2025-07-02,Midday (10-16),Weekday,Clear,5.89,7.87,10.94,0.361,0.155,88.8,51.5,4.41,7.5,6.49,0.682,1,18-24,Female,Lower-Middle,Work Commute,9.42,Feeder Bus,0
TRIP_002897,Mumbai,NODE_0065,Railway Station,19.17727,72.90178,2025-05-11,Morning Peak (7-10),Weekday,Clear,1.03,8.09,14.08,0.747,0.457,42.9,9.8,8.39,4.26,7.45,0.694,1,35-44,Female,Middle,Shopping/Errand,6.89,Auto-Rickshaw,0
TRIP_002898,Bengaluru,NODE_0062,Railway Station,12.86037,77.45085,2025-08-21,Evening Peak (17-20),Weekday,Extreme Heat,2.84,9.81,12.77,0.592,0.324,65.5,30.5,4.48,6.64,4.74,0.455,1,18-24,Female,Middle,Leisure,8.47,Private Vehicle (Own),1
TRIP_002899,Mumbai,NODE_0065,Railway Station,19.17727,72.90178,2025-08-21,Morning Peak (7-10),Weekend,Clear,9.25,12.94,10.51,0.546,0.419,110.8,90.0,6.42,10.25,7.05,0.694,1,25-34,Female,High,Work Commute,4.88,Private Vehicle (Own),1
TRIP_002900,Pune,NODE_0007,Metro Station,18.55093,73.9323,2025-04-18,Morning Peak (7-10),Weekday,Clear,2.3,14.77,6.02,0.521,0.441,51.7,21.4,5.88,11.08,6.58,0.576,0,25-34,Male,Upper-Middle,Education,6.39,App-based Cab/Bike,0
TRIP_002901,Bengaluru,NODE_0057,Metro Station,13.11387,77.48291,2025-04-20,Morning Peak (7-10),Weekday,Clear,1.59,14.33,12.1,0.703,0.68,46.0,13.7,7.08,2.0,8.6,0.851,0,25-34,Female,Middle,Education,5.39,Private Vehicle (Own),1
TRIP_002902,Delhi,NODE_0036,Bus Terminal,28.56809,77.1863,2025-02-02,Morning Peak (7-10),Weekday,Clear,1.73,8.66,16.58,0.503,0.341,33.2,17.6,9.07,6.42,6.23,0.687,1,18-24,Female,Middle,Work Commute,7.46,Feeder Bus,0
TRIP_002903,Delhi,NODE_0075,Metro Station,28.55992,77.06205,2025-04-18,Midday (10-16),Weekday,Heavy Rain,1.62,14.84,13.97,0.386,0.294,28.0,15.3,7.35,2.23,7.63,0.864,0,35-44,Male,Middle,Shopping/Errand,5.93,Private Vehicle (Own),1
TRIP_002904,Delhi,NODE_0028,Bus Terminal,28.49608,77.33536,2025-10-30,Early Morning (5-7),Weekday,Heavy Rain,1.33,17.87,3.22,0.534,0.444,29.1,16.0,5.12,,6.24,0.735,1,25-34,Male,Upper-Middle,Work Commute,6.07,Private Vehicle (Own),1
TRIP_002905,Pune,NODE_0053,Metro Station,18.64745,73.72713,2025-08-28,Evening Peak (17-20),Weekday,Clear,4.59,17.52,12.42,0.731,0.712,93.1,51.6,9.21,7.85,6.71,0.371,0,35-44,Female,Lower-Middle,Work Commute,8.65,Private Vehicle (Own),1
TRIP_002906,Delhi,NODE_0075,Metro Station,28.55992,77.06205,2025-12-11,Morning Peak (7-10),Weekday,Clear,3.58,11.72,12.36,0.658,0.413,68.5,32.7,10.0,6.68,7.54,0.864,1,25-34,Male,Middle,Work Commute,4.5,Walk,0
TRIP_002907,Pune,NODE_0008,Metro Station,18.49377,73.90137,2025-12-05,Evening Peak (17-20),Weekday,Extreme Heat,2.25,16.88,9.94,0.582,0.496,52.5,24.2,0.99,3.77,5.57,0.565,0,25-34,Female,Upper-Middle,Other,5.48,Private Vehicle (Own),1
TRIP_002908,Gurugram,NODE_0095,Bus Terminal,28.33963,76.90752,2025-11-09,Night (20-23),Weekday,Light Rain,2.74,4.64,5.92,0.49,0.479,48.9,41.6,9.92,6.9,5.12,0.255,1,25-34,Male,High,Medical,6.88,Feeder Bus,0
TRIP_002909,Delhi,NODE_0086,Metro Station,28.64578,77.26297,2025-03-07,Night (20-23),Weekend,Cloudy,0.52,5.01,8.28,0.464,0.258,21.9,4.6,7.84,,7.42,0.759,1,55+,Other,Lower-Middle,Education,7.04,Walk,0
TRIP_002910,Pune,NODE_0007,Metro Station,18.55093,73.9323,2025-05-02,Evening Peak (17-20),Weekday,Clear,0.37,11.04,11.9,0.534,0.315,27.0,4.2,3.53,4.52,7.1,0.576,0,25-34,Female,Lower-Middle,Education,6.05,Auto-Rickshaw,0
TRIP_002911,Pune,NODE_0008,Metro Station,18.49377,73.90137,2025-01-21,Midday (10-16),Weekend,Cloudy,3.03,8.78,8.45,0.391,0.473,47.4,38.4,1.88,10.91,5.08,0.565,0,18-24,Female,Lower-Middle,Education,5.04,Auto-Rickshaw,0
TRIP_002912,Gurugram,NODE_0103,Bus Terminal,28.54027,77.16381,2025-02-04,Evening Peak (17-20),Weekend,Clear,1.27,21.09,14.08,0.856,0.894,35.6,16.5,5.8,6.33,6.58,0.47,0,25-34,Female,Upper-Middle,Work Commute,4.72,Private Vehicle (Own),1
TRIP_002913,Gurugram,NODE_0034,Bus Terminal,28.47734,77.08583,2025-03-26,Night (20-23),Weekday,Clear,4.88,5.43,6.12,0.386,0.268,76.7,55.4,4.72,5.4,5.2,0.371,0,25-34,Male,Low,Work Commute,7.96,Feeder Bus,0
TRIP_002914,Hyderabad,NODE_0104,BRT Stop,17.4081,78.4204,2025-04-13,Midday (10-16),Weekday,Light Rain,1.01,6.27,9.73,0.526,0.396,24.6,10.0,5.86,12.9,7.98,0.663,1,18-24,Female,Low,Work Commute,6.65,App-based Cab/Bike,0
TRIP_002915,Delhi,NODE_0060,Bus Terminal,28.64274,77.32319,2025-01-06,Morning Peak (7-10),Weekend,Clear,0.3,7.5,6.49,0.473,0.174,32.6,3.0,2.66,8.28,7.17,0.676,0,45-54,Male,Lower-Middle,Work Commute,7.54,Auto-Rickshaw,0
TRIP_002916,Pune,NODE_0042,BRT Stop,18.42445,73.97553,2025-11-04,Evening Peak (17-20),Weekday,Light Rain,0.64,22.76,3.0,0.793,0.99,25.4,6.1,5.18,5.16,8.27,0.922,0,18-24,Male,Low,Other,3.34,App-based Cab/Bike,0
TRIP_002917,Gurugram,NODE_0033,Metro Station,28.31601,77.05648,2025-07-12,Early Morning (5-7),Weekday,Light Rain,2.95,12.74,4.99,0.551,0.711,41.9,30.6,9.15,5.26,5.55,0.483,1,55+,Female,Lower-Middle,Shopping/Errand,7.48,Private Vehicle (Own),1
TRIP_002918,Pune,NODE_0080,Metro Station,18.65466,73.889,2025-08-28,Evening Peak (17-20),Weekend,Light Rain,0.63,11.12,4.65,0.764,0.479,36.2,6.3,2.34,4.82,7.69,0.631,0,25-34,Female,Lower-Middle,Shopping/Errand,4.35,App-based Cab/Bike,0
TRIP_002919,Pune,NODE_0014,Metro Station,18.44435,73.79433,2025-08-27,Morning Peak (7-10),Weekend,Cloudy,2.39,12.44,12.04,0.541,0.32,61.4,26.7,4.12,3.84,8.47,0.797,0,35-44,Female,Lower-Middle,Leisure,5.84,Auto-Rickshaw,0
TRIP_002920,Mumbai,NODE_0049,Metro Station,19.07713,72.75193,2025-12-19,Morning Peak (7-10),Weekend,Clear,0.56,9.95,7.51,0.627,0.5,30.4,6.0,0.39,8.18,7.25,0.857,0,35-44,Female,Upper-Middle,Education,5.4,Auto-Rickshaw,0
TRIP_002921,Pune,NODE_0042,BRT Stop,18.42445,73.97553,2025-02-23,Evening Peak (17-20),Weekend,Light Rain,1.43,23.05,4.11,0.907,0.99,36.8,14.6,4.93,7.38,8.23,0.922,1,18-24,Female,Upper-Middle,Shopping/Errand,5.26,E-Rickshaw,0
TRIP_002922,Pune,NODE_0019,Railway Station,18.38997,73.815,2025-05-06,Evening Peak (17-20),Weekday,Heavy Rain,2.29,11.72,10.01,0.433,0.497,47.5,26.5,3.85,10.52,5.26,0.575,1,25-34,Female,Middle,Leisure,6.85,Feeder Bus,0
TRIP_002923,Mumbai,NODE_0043,Metro Station,18.99102,72.95439,2025-04-23,Evening Peak (17-20),Weekday,Clear,3.33,20.69,6.73,0.954,0.99,66.7,31.9,7.44,4.17,8.56,0.742,0,25-34,Female,Middle,Work Commute,3.71,Private Vehicle (Own),1
TRIP_002924,Pune,NODE_0064,Metro Station,18.52427,73.7155,2025-07-21,Night (20-23),Weekend,Extreme Heat,1.27,9.92,8.12,0.644,0.587,28.9,11.5,4.81,9.02,5.4,0.696,0,18-24,Male,Middle,Work Commute,6.84,App-based Cab/Bike,0
TRIP_002925,Gurugram,NODE_0082,BRT Stop,28.44427,76.92656,2025-07-12,Night (20-23),Weekday,Fog,1.66,10.82,7.87,0.612,0.501,32.8,19.7,5.37,3.07,7.14,0.766,0,35-44,Female,Lower-Middle,Education,7.62,E-Rickshaw,0
TRIP_002926,Gurugram,NODE_0011,Metro Station,28.49558,77.10876,2025-10-16,Midday (10-16),Weekday,Light Rain,1.05,16.14,9.23,0.773,0.809,24.9,15.1,4.18,6.61,4.06,0.163,0,18-24,Male,Upper-Middle,Work Commute,6.98,E-Rickshaw,0
TRIP_002927,Pune,NODE_0105,Metro Station,18.60479,73.87341,2025-07-24,Late Night (23-5),Weekday,Clear,1.44,13.2,10.77,0.657,0.627,30.2,16.3,4.28,7.49,9.32,0.809,0,35-44,Male,Upper-Middle,Shopping/Errand,6.72,Auto-Rickshaw,0
TRIP_002928,Mumbai,NODE_0106,BRT Stop,19.15853,72.92993,2025-03-27,Morning Peak (7-10),Weekend,Light Rain,2.13,10.48,8.38,0.578,0.17,45.9,22.7,4.8,6.64,6.52,0.916,0,25-34,Female,Low,Leisure,5.98,Walk,0
TRIP_002929,Delhi,NODE_0084,Metro Station,28.61063,77.10791,2025-07-26,Morning Peak (7-10),Weekday,Clear,2.67,11.07,16.66,0.34,0.138,61.3,33.0,0.55,6.93,4.54,0.334,0,55+,Female,Middle,Leisure,6.31,Private Vehicle (Own),1
TRIP_002930,Bengaluru,NODE_0111,Metro Station,13.00485,77.56121,2025-12-18,Night (20-23),Weekend,Clear,3.34,3.75,10.29,0.399,0.4,45.6,35.4,2.01,4.77,8.99,0.955,0,45-54,Male,Low,Work Commute,6.18,App-based Cab/Bike,0
TRIP_002931,Delhi,NODE_0052,Bus Terminal,28.46559,77.24504,2025-07-31,Midday (10-16),Weekday,Clear,2.55,16.59,11.02,0.708,0.881,44.9,23.1,6.96,3.78,7.81,0.758,0,18-24,Female,Upper-Middle,Work Commute,6.4,Auto-Rickshaw,0
TRIP_002932,Delhi,NODE_0099,BRT Stop,28.47535,77.28522,2025-08-05,Night (20-23),Weekday,Light Rain,1.09,8.75,10.37,0.551,0.393,24.7,12.9,7.68,3.53,5.79,0.57,0,45-54,Male,Middle,Medical,5.57,App-based Cab/Bike,0
TRIP_002933,Bengaluru,NODE_0088,Bus Terminal,12.97982,77.62346,2025-03-06,Early Morning (5-7),Weekday,Cloudy,2.22,5.29,12.91,0.491,0.385,36.0,19.2,5.3,5.02,6.64,0.803,1,18-24,Female,Upper-Middle,Medical,6.98,Auto-Rickshaw,0
TRIP_002934,Gurugram,NODE_0068,Metro Station,28.49187,77.13482,2025-01-03,Morning Peak (7-10),Weekend,Cloudy,6.52,10.48,5.55,0.466,0.627,109.0,90.0,1.69,,3.23,0.065,1,25-34,Female,Low,Work Commute,5.37,E-Rickshaw,0
TRIP_002935,Gurugram,NODE_0022,Bus Terminal,28.5474,77.16084,2025-03-18,Early Morning (5-7),Weekday,Clear,0.74,8.23,5.92,0.7,0.458,22.3,8.8,6.67,4.53,5.9,0.431,1,45-54,Female,Middle,Leisure,6.21,Walk,0
TRIP_002936,Bengaluru,NODE_0067,Metro Station,12.93553,77.51157,2025-01-10,Evening Peak (17-20),Weekend,Clear,2.81,16.89,7.02,0.606,0.751,59.9,27.1,8.49,5.64,5.29,0.731,0,25-34,Male,Lower-Middle,Leisure,7.43,App-based Cab/Bike,0
TRIP_002937,Delhi,NODE_0109,Bus Terminal,28.62702,77.09453,2025-06-15,Night (20-23),Weekday,Cloudy,5.84,10.84,6.08,0.435,0.361,71.8,54.1,0.0,4.79,6.76,0.747,1,35-44,Male,High,Work Commute,6.93,Private Vehicle (Own),1
TRIP_002938,Bengaluru,NODE_0119,Metro Station,12.96765,77.63039,2025-11-19,Midday (10-16),Weekday,Cloudy,2.03,10.25,10.25,0.493,0.446,32.0,22.3,2.57,8.19,5.62,0.588,0,25-34,Male,Lower-Middle,Work Commute,6.8,Auto-Rickshaw,0
TRIP_002939,Mumbai,NODE_0054,BRT Stop,18.94973,72.98911,2025-06-13,Morning Peak (7-10),Weekday,Clear,2.71,8.21,9.97,0.326,0.471,64.9,23.9,6.75,6.67,8.37,0.685,0,45-54,Female,Middle,Medical,7.37,Feeder Bus,0
TRIP_002940,Mumbai,NODE_0030,Metro Station,18.92634,72.97516,2025-08-24,Midday (10-16),Weekend,Clear,1.94,10.13,6.29,0.492,0.507,39.6,23.1,7.91,7.18,7.43,0.683,0,25-34,Male,Middle,Shopping/Errand,7.63,Auto-Rickshaw,0
TRIP_002941,Bengaluru,NODE_0090,Bus Terminal,12.90645,77.62489,2025-11-09,Morning Peak (7-10),Weekday,Clear,3.42,13.27,11.05,0.885,0.612,63.9,40.0,0.0,7.32,7.28,0.739,0,18-24,Male,Lower-Middle,Education,5.49,Private Vehicle (Own),1
TRIP_002942,Bengaluru,NODE_0010,Bus Terminal,12.94776,77.70951,2025-10-06,Evening Peak (17-20),Weekend,Light Rain,2.51,20.05,11.42,0.731,0.725,48.2,20.8,2.87,9.78,9.09,0.857,1,18-24,Female,Middle,Medical,5.94,Walk,0
TRIP_002943,Pune,NODE_0019,Railway Station,18.38997,73.815,2025-08-26,Evening Peak (17-20),Weekday,Cloudy,1.43,11.69,3.83,0.671,0.424,46.8,15.0,5.64,4.23,5.57,0.575,0,35-44,Male,Upper-Middle,Leisure,6.11,Auto-Rickshaw,0
TRIP_002944,Gurugram,NODE_0068,Metro Station,28.49187,77.13482,2025-10-14,Morning Peak (7-10),Weekday,Heavy Rain,1.11,15.84,13.14,0.639,0.522,36.0,14.3,1.39,7.88,1.0,0.065,0,35-44,Male,High,Work Commute,6.56,Walk,0
TRIP_002945,Bengaluru,NODE_0119,Metro Station,12.96765,77.63039,2025-04-13,Midday (10-16),Weekday,Clear,4.83,7.18,11.32,0.508,0.511,75.4,60.8,2.14,6.06,6.87,0.588,1,35-44,Male,Low,Education,6.35,Private Vehicle (Own),1
TRIP_002946,Mumbai,NODE_0040,Railway Station,19.17534,72.85269,2025-06-03,Evening Peak (17-20),Weekday,Clear,0.89,20.03,4.17,0.814,0.663,33.8,9.2,8.34,4.84,6.46,0.415,1,25-34,Female,Low,Leisure,7.05,Private Vehicle (Own),1
TRIP_002947,Mumbai,NODE_0054,BRT Stop,18.94973,72.98911,2025-05-26,Morning Peak (7-10),Weekday,Clear,3.89,13.66,7.93,0.56,0.491,64.8,38.5,8.58,9.01,5.98,0.685,1,25-34,Female,Upper-Middle,Work Commute,5.72,Feeder Bus,0
TRIP_002948,Gurugram,NODE_0039,Bus Terminal,28.5625,77.01756,2025-10-19,Midday (10-16),Weekday,Clear,1.08,4.54,9.29,0.441,0.159,28.9,10.6,4.98,6.77,5.91,0.823,0,35-44,Male,High,Work Commute,5.23,Feeder Bus,0
TRIP_002949,Pune,NODE_0053,Metro Station,18.64745,73.72713,2025-05-30,Evening Peak (17-20),Weekday,Clear,1.88,19.24,5.78,0.807,0.644,41.6,19.4,10.0,2.67,6.98,0.371,0,18-24,Female,Upper-Middle,Leisure,4.44,Private Vehicle (Own),1
TRIP_002950,Pune,NODE_0001,Bus Terminal,18.61883,73.97937,2025-12-09,Midday (10-16),Weekday,Heavy Rain,0.3,12.65,13.51,0.487,0.579,18.4,2.6,6.3,2.42,6.57,0.848,0,25-34,Male,Low,Shopping/Errand,6.73,Auto-Rickshaw,0
TRIP_002951,Gurugram,NODE_0072,Metro Station,28.42507,77.11163,2025-03-10,Early Morning (5-7),Weekday,Clear,9.34,13.28,6.88,0.737,0.665,138.5,90.0,6.46,5.11,8.55,0.702,0,25-34,Male,Lower-Middle,Work Commute,4.0,Private Vehicle (Own),1
TRIP_002952,Gurugram,NODE_0072,Metro Station,28.42507,77.11163,2025-03-04,Morning Peak (7-10),Weekday,Clear,0.5,15.56,3.0,0.729,0.869,23.5,6.0,6.48,4.7,6.97,0.702,0,35-44,Male,Upper-Middle,Work Commute,6.84,Auto-Rickshaw,0
TRIP_002953,Bengaluru,NODE_0038,Bus Terminal,12.97136,77.52861,2025-09-19,Evening Peak (17-20),Weekday,Clear,3.42,12.53,9.24,0.608,0.344,58.0,52.4,4.22,5.29,4.42,0.2,0,25-34,Male,Lower-Middle,Leisure,4.82,App-based Cab/Bike,0
TRIP_002954,Hyderabad,NODE_0032,Railway Station,17.28239,78.36658,2025-10-06,Morning Peak (7-10),Weekday,Clear,5.71,15.45,6.2,0.677,0.844,80.1,65.1,6.52,4.52,7.88,0.833,1,18-24,Female,Lower-Middle,Work Commute,6.8,Private Vehicle (Own),1
TRIP_002955,Mumbai,NODE_0092,Bus Terminal,18.98072,72.98524,2025-09-05,Evening Peak (17-20),Weekday,Cloudy,1.45,10.49,8.6,0.357,0.349,39.0,13.5,3.59,3.76,5.56,0.678,0,45-54,Male,High,Work Commute,9.01,Auto-Rickshaw,0
TRIP_002956,Hyderabad,NODE_0023,BRT Stop,17.3231,78.56409,2025-04-23,Midday (10-16),Weekday,Clear,3.13,8.19,10.85,0.505,0.559,53.9,43.5,4.93,5.97,3.85,0.405,1,25-34,Male,Lower-Middle,Medical,6.5,Walk,0
TRIP_002957,Hyderabad,NODE_0006,Bus Terminal,17.49032,78.45558,2025-01-04,Midday (10-16),Weekday,Clear,2.53,11.4,5.07,0.5,0.515,49.6,31.1,4.26,10.29,3.61,0.428,0,18-24,Male,Lower-Middle,Leisure,5.86,Auto-Rickshaw,0
TRIP_002958,Delhi,NODE_0005,Metro Station,28.6318,77.24736,2025-04-28,Evening Peak (17-20),Weekday,Light Rain,2.81,8.49,17.04,0.335,0.136,48.0,38.8,3.76,6.33,7.92,0.414,0,25-34,Male,Upper-Middle,Work Commute,5.41,Walk,0
TRIP_002959,Mumbai,NODE_0106,BRT Stop,19.15853,72.92993,2025-06-20,Midday (10-16),Weekday,Clear,2.15,1.0,11.09,0.326,0.052,44.3,19.0,4.97,4.63,8.6,0.916,0,55+,Female,Middle,Education,7.82,Walk,0
TRIP_002960,Gurugram,NODE_0044,Metro Station,28.37482,76.91318,2025-05-31,Morning Peak (7-10),Weekday,Clear,1.41,11.25,9.51,0.618,0.619,34.6,13.8,7.01,5.25,6.9,0.605,0,45-54,Male,Upper-Middle,Work Commute,6.02,App-based Cab/Bike,0
TRIP_002961,Mumbai,NODE_0013,Bus Terminal,19.05617,72.82926,2025-12-03,Morning Peak (7-10),Weekend,Light Rain,5.54,13.72,8.09,0.606,0.593,78.4,53.2,3.91,6.85,6.05,0.723,0,35-44,Male,High,Work Commute,6.9,App-based Cab/Bike,0
